rank_by_latest_stars,repository,url,primary_language,latest_license,first_seen_week,last_seen_week,weeks_observed,latest_stars,first_observed_stars,observed_star_change,max_forks_observed,seen_in_trending,seen_in_new,top_topics
136,Kappaemme-git/codex-first-customer-finder-skill,https://github.com/Kappaemme-git/codex-first-customer-finder-skill,Python,MIT,2026-W29,2026-W29,1,786,786,0,81,false,true,codex|codex-skill|customer-discovery|early-adopters|prospecting|startup
137,DenisSergeevitch/agents-best-practices,https://github.com/DenisSergeevitch/agents-best-practices,,MIT,2026-W21,2026-W21,1,757,757,0,63,false,true,agent-skill|agent-skills|agentic-workflows|agents|ai-agents|anthropic|claude|claude-code
138,winsznx/theeleven,https://github.com/winsznx/theeleven,TypeScript,MIT,2026-W27,2026-W27,1,702,702,0,2,false,true,ai-agents|defi|eip-3009|erc-8257|football|foundry|gasless|mcp
139,orange2ai/renwei-writing,https://github.com/orange2ai/renwei-writing,,NOASSERTION,2026-W25,2026-W25,1,699,699,0,69,false,true,
140,withkynam/vibecode-pro-max-kit,https://github.com/withkynam/vibecode-pro-max-kit,JavaScript,MIT,2026-W23,2026-W23,1,691,691,0,164,false,true,agentic|ai-agents|ai-coding-assistant|ai-development|ai-workflow|anthropic|claude|claude-code
141,Kappaemme-git/codex-complexity-optimizer,https://github.com/Kappaemme-git/codex-complexity-optimizer,Python,MIT,2026-W21,2026-W21,1,687,687,0,37,false,true,
142,jmerelnyc/Talos,https://github.com/jmerelnyc/Talos,Python,MIT,2026-W28,2026-W28,1,682,682,0,12,false,true,ai|distributed-computing|gpu|llm|ollama|python|websocket|worker
143,open-gsd/get-shit-done-redux,https://github.com/open-gsd/get-shit-done-redux,JavaScript,MIT,2026-W22,2026-W22,1,678,678,0,48,false,true,claude-code|context-engineering|meta-prompting|spec-driven-development
144,gnipbao/story-to-handdrawn-video,https://github.com/gnipbao/story-to-handdrawn-video,JavaScript,MIT,2026-W31,2026-W31,1,654,654,0,73,false,true,
145,rebel0789/codexpro,https://github.com/rebel0789/codexpro,JavaScript,MIT,2026-W26,2026-W26,1,639,639,0,59,false,true,apps-sdk|chatgpt|cloudflare-tunnel|codex|local-development|mcp|ngrok
146,joeseesun/qiaomu-goal-meta-skill,https://github.com/joeseesun/qiaomu-goal-meta-skill,Python,MIT,2026-W25,2026-W25,1,625,625,0,47,false,true,
147,uzairansaruzi/hermex,https://github.com/uzairansaruzi/hermex,Swift,MIT,2026-W28,2026-W28,1,624,624,0,66,false,true,hermes|hermes-agent|hermex|ios|llm|self-hosted|swift|swiftui
148,Blueturboguy07/cue,https://github.com/Blueturboguy07/cue,JavaScript,GPL-3.0,2026-W29,2026-W30,2,618,476,142,134,false,true,
149,yaassin12/DeepSeek-V4-Pro-App,https://github.com/yaassin12/DeepSeek-V4-Pro-App,C++,MIT,2026-W21,2026-W21,1,618,618,0,2,false,true,agentic-ai|ai-application|ai-application-development|deep-seek|deepseek|deepseek-api|deepseek-chat|deepseek-ocr-2
150,coder/boo,https://github.com/coder/boo,Zig,MIT,2026-W25,2026-W25,1,617,617,0,16,false,true,ai|coding|ghostty|multiplexer|screen|terminal
151,Forsy-AI/agent-apprenticeship,https://github.com/Forsy-AI/agent-apprenticeship,,MIT,2026-W26,2026-W26,1,616,616,0,1,false,true,agent-apprenticeship|agent-economy|agent-experience|agent-learning|agent-traces|agentic-ai|ai-agents|autonomous-agents
152,2aronS/Duel-Agents,https://github.com/2aronS/Duel-Agents,TypeScript,MIT,2026-W23,2026-W23,1,609,609,0,16,false,true,ai-agents|anthropic|claude-code|cli|cursor|duel-agents|llm|npm
153,gi-dellav/zerostack,https://github.com/gi-dellav/zerostack,Rust,GPL-3.0,2026-W21,2026-W21,1,604,604,0,42,false,true,
154,v-modal/vmodal_sdk_flutter,https://github.com/v-modal/vmodal_sdk_flutter,Dart,MIT,2026-W29,2026-W30,2,599,152,447,1,false,true,
155,alchaincyf/fanbox,https://github.com/alchaincyf/fanbox,JavaScript,MIT,2026-W25,2026-W25,1,597,597,0,84,false,true,agent|ai|claude|codex|electron|file-manager|local-first|macos
156,Kulaxyz/token-diet,https://github.com/Kulaxyz/token-diet,Shell,,2026-W28,2026-W28,1,589,589,0,1,false,true,
157,lopopolo/harness-engineering,https://github.com/lopopolo/harness-engineering,Python,CC-BY-4.0,2026-W30,2026-W30,1,589,589,0,24,false,true,
158,makecindy/cindy,https://github.com/makecindy/cindy,TypeScript,Apache-2.0,2026-W31,2026-W31,1,581,581,0,66,false,true,agent|ai-agent|ai-assistant|android|claude-code|codex|electron|ios
159,benchflow-ai/awesome-evals,https://github.com/benchflow-ai/awesome-evals,,NOASSERTION,2026-W27,2026-W27,1,567,567,0,42,false,true,agent-evaluation|ai-agents|awesome|awesome-list|benchmarks|evals|llm|llm-evaluation
160,nolangz/pixel2motion,https://github.com/nolangz/pixel2motion,Python,MIT,2026-W25,2026-W25,1,538,538,0,42,false,true,ai-design-tools|animated-logo|brand-motion|claude-skill|codex-skill|html-animation|logo-animation|logo-motion
161,hoainho/img2threejs,https://github.com/hoainho/img2threejs,Python,MIT,2026-W30,2026-W30,1,536,536,0,43,false,true,3d|ai-agents|claude-code|computer-graphics|generative|image-to-3d|procedural-generation|threejs
162,TianhangZhuzth/Fundamental-Ava,https://github.com/TianhangZhuzth/Fundamental-Ava,Python,Apache-2.0,2026-W28,2026-W28,1,525,525,0,53,false,true,ai|ai-agents
163,TheRunicDev/MaaNTE,https://github.com/TheRunicDev/MaaNTE,,MIT,2026-W21,2026-W21,1,519,519,0,1,false,true,computer-vision|genshin-impact|maaframework|neverness-to-everness-software|nevernesstoeverness|nte|nte-auto-fish|nte-ray-tracing
164,Plaer1/junction,https://github.com/Plaer1/junction,TypeScript,MIT,2026-W26,2026-W26,1,518,518,0,7,false,true,
165,tastyeffectco/sandboxd,https://github.com/tastyeffectco/sandboxd,Go,MIT,2026-W24,2026-W24,1,508,508,0,12,false,true,ai|ai-agent|dev-environment|docker|isolation|pinokio|preview|preview-environment
166,0xSero/codex-shim,https://github.com/0xSero/codex-shim,Python,MIT,2026-W22,2026-W22,1,504,504,0,41,false,true,
167,hahhforest/pi-textbook,https://github.com/hahhforest/pi-textbook,TypeScript,MIT,2026-W31,2026-W31,1,492,492,0,30,false,true,agent-engineering|ai-agent|chinese|llm|textbook|typescript
168,PengZhang64/circuit-framework,https://github.com/PengZhang64/circuit-framework,Python,Apache-2.0,2026-W29,2026-W30,2,485,478,7,19,false,true,
169,DanMcInerney/architect-loop,https://github.com/DanMcInerney/architect-loop,HTML,MIT,2026-W25,2026-W25,1,467,467,0,38,false,true,
170,stackblitz/bolt-slides,https://github.com/stackblitz/bolt-slides,TypeScript,MIT,2026-W29,2026-W30,2,454,297,157,59,false,true,
171,JimLiu/baoyu-design,https://github.com/JimLiu/baoyu-design,JavaScript,MIT,2026-W24,2026-W24,1,453,453,0,31,false,true,agent-skills|claude|claude-code|claude-design|cursor|design|prototyping|ui-design
172,asz798838958/aBaiAutoplus,https://github.com/asz798838958/aBaiAutoplus,Python,AGPL-3.0,2026-W23,2026-W23,1,441,441,0,288,false,true,
173,BharathKumarSuresh/claude-design-system-hooks,https://github.com/BharathKumarSuresh/claude-design-system-hooks,,,2026-W21,2026-W21,1,422,422,0,0,false,true,claude|claude-ai|claude-code|claude-code-cli|claude-code-hooks|claude-code-marketplace|claude-code-plugin|claude-code-plugins
174,FlashML-org/flashlib,https://github.com/FlashML-org/flashlib,Python,Apache-2.0,2026-W23,2026-W23,1,422,422,0,21,false,true,
175,larajuniorlara/Claude-Design-Studio,https://github.com/larajuniorlara/Claude-Design-Studio,,,2026-W22,2026-W22,1,422,422,0,0,false,true,claude-ai|claude-code|claude-code-cli|claude-code-hooks|claude-code-marketplace|claude-code-plugin|claude-code-plugins|claude-code-skill
176,rayhayqal/Mythos-Claude-Skill-Forge,https://github.com/rayhayqal/Mythos-Claude-Skill-Forge,,,2026-W22,2026-W22,1,422,422,0,0,false,true,claude|claude-ai|claude-code|claude-code-cli|claude-code-hooks|claude-code-marketplace|claude-code-plugin|claude-code-plugins
177,2508965-ship-it/harmonist-orchestral,https://github.com/2508965-ship-it/harmonist-orchestral,,,2026-W21,2026-W21,1,421,421,0,0,false,true,agent-framework|agent-system|ai-agents|claude-code|cursor-ide|llm|multi-agent-framework|orchestration
178,muhammadqasimkalhoro94-blip/claude-zeroclaw-agentics,https://github.com/muhammadqasimkalhoro94-blip/claude-zeroclaw-agentics,,,2026-W22,2026-W22,1,421,421,0,0,false,true,awesome-claude-code|claude|claude-4-5-sonnet|claude-code|claude-code-claw|claude-code-cli|claude-code-proxy|claude-code-router
179,pyang5166/gbro-collage-broll,https://github.com/pyang5166/gbro-collage-broll,Python,MIT,2026-W29,2026-W30,2,420,266,154,46,false,true,agent-skill|broll|gemini|paper-collage|video-generation
180,Scratch-191/Canva-Pro-Toolkit,https://github.com/Scratch-191/Canva-Pro-Toolkit,,,2026-W21,2026-W21,1,420,420,0,0,false,true,canva|canva-free|canva-pro|canva-pro-account-free|canva-pro-for-life-time|canva-pro-for-students|canva-pro-lifetime|canvas
181,mrtooher/fable-mode,https://github.com/mrtooher/fable-mode,,,2026-W25,2026-W25,1,416,416,0,52,false,true,
182,amElnagdy/guard-skills,https://github.com/amElnagdy/guard-skills,,MIT,2026-W24,2026-W24,1,412,412,0,53,false,true,agent-skills|ai|claude|claude-code|code-review|codex|skills-sh|woocommerce
183,mikesheehan54/Claude-Code-Design-AI,https://github.com/mikesheehan54/Claude-Code-Design-AI,TypeScript,MIT,2026-W21,2026-W21,1,404,404,0,0,false,true,claude-ai|claude-code|claude-code-cli|claude-code-hooks|claude-code-marketplace|claude-code-plugin|claude-code-plugins|claude-code-skill
184,mikehasa/agentacct,https://github.com/mikehasa/agentacct,Python,MIT,2026-W31,2026-W31,1,402,402,0,2,false,true,
185,lingbol088-spec/reverse-flow-skill,https://github.com/lingbol088-spec/reverse-flow-skill,Python,MIT,2026-W28,2026-W28,1,399,399,0,205,false,true,
186,vshulcz/deja-vu,https://github.com/vshulcz/deja-vu,Go,MIT,2026-W29,2026-W30,2,387,334,53,20,false,true,agent-memory|ai-memory|claude|claude-code|cli|codex|coding-agents|developer-tools
187,VictorTaelin/OptMem,https://github.com/VictorTaelin/OptMem,Python,,2026-W31,2026-W31,1,375,375,0,20,false,true,
188,Pluviobyte/video-production-skills,https://github.com/Pluviobyte/video-production-skills,Python,,2026-W27,2026-W27,1,369,369,0,39,false,true,
189,nnecrkvenuOX/formcms,https://github.com/nnecrkvenuOX/formcms,C#,MIT,2026-W26,2026-W26,1,365,365,0,904,false,true,
190,anthropics/launch-your-agent,https://github.com/anthropics/launch-your-agent,HTML,Apache-2.0,2026-W26,2026-W26,1,362,362,0,76,false,true,
191,liyue-aigc/female-portrait-director,https://github.com/liyue-aigc/female-portrait-director,,MIT,2026-W23,2026-W23,1,358,358,0,53,false,true,ai-image-generation|codex|codex-skill|open-source|prompt-engineering
192,amplifthq/opentag,https://github.com/amplifthq/opentag,TypeScript,MIT,2026-W27,2026-W27,1,356,356,0,33,false,true,agent-skills|ai-agents|claude|codex|github|slack
193,fguzman82/gateGPT,https://github.com/fguzman82/gateGPT,Verilog,,2026-W25,2026-W25,1,354,354,0,64,false,true,
194,MIgHTy-alIeN/Trading-Bot,https://github.com/MIgHTy-alIeN/Trading-Bot,Solidity,NOASSERTION,2026-W29,2026-W30,2,351,140,211,193,false,true,ai|aitradingbot|bot|btc|claude|eth|etherlab|mev
195,erickong/penecho,https://github.com/erickong/penecho,JavaScript,AGPL-3.0,2026-W29,2026-W30,2,344,119,225,42,false,true,ai|canvas|claude|codex|education|handwriting|nodejs|visual-thinking
196,MoonshotAI/kimi-code,https://github.com/MoonshotAI/kimi-code,TypeScript,MIT,2026-W22,2026-W22,1,343,343,0,20,false,true,
197,jdevalk/specification.website,https://github.com/jdevalk/specification.website,TypeScript,NOASSERTION,2026-W23,2026-W23,1,342,342,0,23,false,true,accessibility|agent-readiness|astro|cloudflare-pages|llms-txt|mcp|seo|specification
198,simonlin1212/TradingAgents-astock,https://github.com/simonlin1212/TradingAgents-astock,Python,Apache-2.0,2026-W21,2026-W21,1,333,333,0,93,false,true,
199,QuantumByteOSS/quantumbyte,https://github.com/QuantumByteOSS/quantumbyte,Python,Apache-2.0,2026-W29,2026-W30,2,331,323,8,46,false,true,agents|ai|app-builder|code-generation|llm|nextjs|open-source|python
200,BuilderIO/skills,https://github.com/BuilderIO/skills,JavaScript,MIT,2026-W25,2026-W25,1,329,329,0,19,false,true,skills
201,yuwen-cool/yuwen-publish-precheck,https://github.com/yuwen-cool/yuwen-publish-precheck,Python,NOASSERTION,2026-W29,2026-W30,2,328,201,127,31,false,true,agent-skills|ai|chinese|claude|content-compliance|cursor|douyin|wechat-channels
202,lyra81604/zhengxi-views,https://github.com/lyra81604/zhengxi-views,Python,NOASSERTION,2026-W26,2026-W26,1,327,327,0,47,false,true,agent-skill|chinese-funds|funds|investing
203,WantongC/journal-adapt-writing-skill,https://github.com/WantongC/journal-adapt-writing-skill,,MIT,2026-W21,2026-W21,1,327,327,0,17,false,true,academic-writing|claude|economics|journal|latex|llm|manuscript-revision|prompt-engineering
204,Archive228/loopkit,https://github.com/Archive228/loopkit,JavaScript,MIT,2026-W28,2026-W28,1,322,322,0,70,false,true,
205,razr001/align-dev,https://github.com/razr001/align-dev,TypeScript,,2026-W24,2026-W24,1,320,320,0,4,false,true,ai|claude-code|codex|copilot|cursor|fronted|nextjs|skills
206,yynxxxxx/Codex-X,https://github.com/yynxxxxx/Codex-X,Rust,MIT,2026-W28,2026-W28,1,315,315,0,55,false,true,
207,danilo-znamerovszkij/draw-your-font,https://github.com/danilo-znamerovszkij/draw-your-font,JavaScript,MIT,2026-W31,2026-W31,1,312,312,0,32,false,true,claude-code|claude-skill|font|handwriting|handwriting-font|potrace|ttf|woff2
208,testerlingcodo/gemini-antigravity-cli,https://github.com/testerlingcodo/gemini-antigravity-cli,TypeScript,MIT,2026-W22,2026-W22,1,312,312,0,0,false,true,antigravity-ai|antigravity-cli|antigravity-cli-extensions|antigravity-ide|antigravity-skills|cli-tooling|command-line|command-line-interface
209,PromptPartner/agentsmith,https://github.com/PromptPartner/agentsmith,Shell,MIT,2026-W30,2026-W30,1,309,309,0,17,false,true,agentic-ai|agentic-coding|ai-agents|ai-tools|automation|claude|claude-code|codex
210,duolahypercho/fusion-fable,https://github.com/duolahypercho/fusion-fable,Shell,MIT,2026-W25,2026-W25,1,308,308,0,47,false,true,
211,Nanako0129/coralline,https://github.com/Nanako0129/coralline,Shell,MIT,2026-W25,2026-W25,1,304,304,0,21,false,true,bash|claude|claude-code|nerd-fonts|powerlevel10k|statusline|terminal|vibe-coding
212,fivetaku/fablize,https://github.com/fivetaku/fablize,Shell,,2026-W25,2026-W25,1,301,301,0,57,false,true,agentic|anthropic|claude|claude-code|fable|harness|opus
213,xt4d/GameBlocks,https://github.com/xt4d/GameBlocks,JavaScript,MIT,2026-W28,2026-W28,1,300,300,0,25,false,true,
214,cellinlab/how-pi-agent-works,https://github.com/cellinlab/how-pi-agent-works,,MIT,2026-W23,2026-W23,1,297,297,0,22,false,true,agent|ai|pi
215,cclank/lanshu-animated-architecture-diagram,https://github.com/cclank/lanshu-animated-architecture-diagram,Python,MIT,2026-W27,2026-W27,1,295,295,0,40,false,true,
216,abundantbeing/hermes-browser-extension,https://github.com/abundantbeing/hermes-browser-extension,JavaScript,MIT,2026-W27,2026-W27,1,291,291,0,23,false,true,ai-agent|browser-extension|chrome-extension|edge-extension|hermes-agent|local-first|nous-research|sidepanel
217,agentic-in/elephant-agent,https://github.com/agentic-in/elephant-agent,Python,,2026-W21,2026-W21,1,291,291,0,6,false,true,agent|agentic|agentic-ai|context|llm|memory|models|personal-ai
218,eli-labz/Third-Eye,https://github.com/eli-labz/Third-Eye,TypeScript,MIT,2026-W25,2026-W25,1,291,291,0,1,false,true,ai|ai-agent|geospatial|maven-smart-system|palantir
219,PolyMomentum-Labs/.github,https://github.com/PolyMomentum-Labs/.github,,,2026-W23,2026-W23,1,287,287,0,2939,false,true,polymarket-5min-bot|polymarket-arbitrae-trading-bot|polymarket-bot|polymarket-btc-5min-arbitrage-bot|polymarket-btc-arbitrage-bot|polymarket-mcp-server|polymarket-trading-bot-strategies
220,smithersai/claude-p,https://github.com/smithersai/claude-p,Zig,,2026-W21,2026-W21,1,286,286,0,24,false,true,
221,chiennv2000/orthrus,https://github.com/chiennv2000/orthrus,Python,MIT,2026-W21,2026-W21,1,284,284,0,9,false,true,diffusion-language-models|efficient-inference|large-language-models|llm|llm-efficiency|model-architecture|natural-language-processing
222,tutusagi/ai-fishing-game,https://github.com/tutusagi/ai-fishing-game,Python,MIT,2026-W27,2026-W27,1,275,275,0,35,false,true,
223,mikaeldengale-cloud/Deepseek-v4-Pro-App,https://github.com/mikaeldengale-cloud/Deepseek-v4-Pro-App,TypeScript,MIT,2026-W22,2026-W22,1,273,273,0,0,false,true,ai-app|ai-application|ai-powered-applications|deep-seek|deepseek|deepseek-ai|deepseek-api|deepseek-app
224,HeiGeAi/heige-codex-skin-studio,https://github.com/HeiGeAi/heige-codex-skin-studio,JavaScript,MIT,2026-W29,2026-W30,2,272,219,53,46,false,true,agent-skill|anime|chatgpt|codex|codex-desktop|customization|devtools-protocol|electron
225,thesysdev/appless,https://github.com/thesysdev/appless,TypeScript,MIT,2026-W29,2026-W30,2,272,175,97,44,false,true,generative-ui|llm|react-native
226,jianshuo/ccglass,https://github.com/jianshuo/ccglass,JavaScript,MIT,2026-W22,2026-W22,1,269,269,0,17,false,true,
227,suyancc/openai-plus-vxt,https://github.com/suyancc/openai-plus-vxt,TypeScript,,2026-W22,2026-W22,1,269,269,0,67,false,true,
228,TestSprite/testsprite-cli,https://github.com/TestSprite/testsprite-cli,TypeScript,Apache-2.0,2026-W25,2026-W25,1,267,267,0,9,false,true,ai|cli|e2e-testing|playwright|qa|test-automation|testing
229,SuperJJ007/CSSwitch,https://github.com/SuperJJ007/CSSwitch,Rust,MIT,2026-W28,2026-W28,1,263,263,0,35,false,true,anthropic|claude|claude-science|dashscope|deepseek|llm|macos|mcp
230,trading-2028/polymarket-ai-trading,https://github.com/trading-2028/polymarket-ai-trading,HTML,,2026-W21,2026-W21,1,261,261,0,216,false,true,ai-trading|automated-trading|clob|cryptocurrency|dashboard|docker|express|mean-reversion
231,polymaxi2/polymarket-arbitrage-trading-bot,https://github.com/polymaxi2/polymarket-arbitrage-trading-bot,,,2026-W23,2026-W23,1,259,259,0,4000,false,true,15min|5min|ai|arbitrage|arbitragebot|bot|btc|polymarket
232,yb2460/harness-anything,https://github.com/yb2460/harness-anything,Python,MIT,2026-W23,2026-W23,1,259,259,0,15,false,true,ai-agent|automation|cli|cli-anything|com|office|python|windows
233,orange2ai/orange-line-illustration,https://github.com/orange2ai/orange-line-illustration,,NOASSERTION,2026-W25,2026-W25,1,257,257,0,18,false,true,
234,VILA-Lab/FigMirror,https://github.com/VILA-Lab/FigMirror,Python,,2026-W22,2026-W22,1,257,257,0,15,false,true,agent|agent-skills|claude-code|codex|data-visualization|llm-agents|matplotlib|paper-figures
235,pulkitxm/claude-directory,https://github.com/pulkitxm/claude-directory,TypeScript,,2026-W25,2026-W25,1,256,256,0,57,false,true,
236,DannyMac180/skills,https://github.com/DannyMac180/skills,Python,MIT,2026-W23,2026-W23,1,252,252,0,16,false,true,
237,agentara/skills,https://github.com/agentara/skills,HTML,MIT,2026-W21,2026-W21,1,249,249,0,11,false,true,
238,PlaceNL2026/best-of-algorithmic-trading,https://github.com/PlaceNL2026/best-of-algorithmic-trading,TypeScript,CC-BY-SA-4.0,2026-W21,2026-W21,1,246,246,0,119,false,true,algorithmic-trading|backtesting|best-of-list|crypto-trading|cryptocurrency|curated-list|defi|fintech
239,eli-labz/Godcoder,https://github.com/eli-labz/Godcoder,Rust,NOASSERTION,2026-W27,2026-W27,1,245,245,0,1,false,true,ai|coding-agent|desktop-app|llm|local-first|mcp|open-source|openai
240,eooce/transfer-api,https://github.com/eooce/transfer-api,JavaScript,,2026-W26,2026-W26,1,244,244,0,1049,false,true,
241,GordenSun/GordenSuperPPTSkills,https://github.com/GordenSun/GordenSuperPPTSkills,Python,,2026-W24,2026-W24,1,243,243,0,35,false,true,
242,XingYu-Zhong/DeepSeek-GUI,https://github.com/XingYu-Zhong/DeepSeek-GUI,TypeScript,MIT,2026-W22,2026-W22,1,242,242,0,14,false,true,
243,Pluviobyte/rnskill,https://github.com/Pluviobyte/rnskill,,,2026-W28,2026-W28,1,237,237,0,25,false,true,
244,yapeth/MaaNTE,https://github.com/yapeth/MaaNTE,TypeScript,MIT,2026-W23,2026-W23,1,234,234,0,0,false,true,cheato|computer-vision|maaframework|macro|neverness-fishing|neverness-to-everness|neverness-to-everness-cheat|neverness-to-everness-software
245,nihe0909/xiaohongshu-ai-workbench,https://github.com/nihe0909/xiaohongshu-ai-workbench,Python,MIT,2026-W29,2026-W29,1,233,233,0,16,false,true,
246,hypnguyen1209/offensive-claude,https://github.com/hypnguyen1209/offensive-claude,Shell,,2026-W22,2026-W22,1,231,231,0,39,false,true,claude-code|claude-code-skills|exploit-development|offensive-security|redteam
247,dex-original/okx-agent-trade-kit,https://github.com/dex-original/okx-agent-trade-kit,TypeScript,MIT,2026-W21,2026-W21,1,230,230,0,0,false,true,ai-trading|algorithmic-trading|automated-trading|cex|cli|crypto|cryptocurrency|defi
248,Evokoa/pgGraph,https://github.com/Evokoa/pgGraph,Rust,NOASSERTION,2026-W21,2026-W21,1,226,226,0,17,false,true,ai|ai-agents|ai-agents-framework|graph|graph-database|pgrx|postgres|postgresql-database
249,FerroxLabs/wayland,https://github.com/FerroxLabs/wayland,TypeScript,AGPL-3.0,2026-W24,2026-W24,1,226,226,0,42,false,true,
250,veryyoldman/metamask-openclaw,https://github.com/veryyoldman/metamask-openclaw,TypeScript,NOASSERTION,2026-W23,2026-W23,1,225,225,0,0,false,true,metamask|metamask-app|metamask-chrome|metamask-download|metamask-extension|metamask-extension-chrome|metamask-extension-download|metamask-io
251,openai/role-specific-plugins,https://github.com/openai/role-specific-plugins,Python,MIT,2026-W24,2026-W24,1,224,224,0,27,false,true,
252,zonghaoyuan/infiplot,https://github.com/zonghaoyuan/infiplot,TypeScript,AGPL-3.0,2026-W24,2026-W24,1,223,223,0,35,false,true,
253,aresyn/codex-control-plane-mcp,https://github.com/aresyn/codex-control-plane-mcp,Python,Apache-2.0,2026-W26,2026-W26,1,221,221,0,4,false,true,agent-tools|agentic-workflows|ai-agents|automation|codex|codex-desktop|developer-tools|hermes
254,finna/Finn-loop,https://github.com/finna/Finn-loop,JavaScript,MIT,2026-W31,2026-W31,1,220,220,0,34,false,true,agentic-workflows|ai-agents|claude-code|github|linear|software-factory
255,Astraltenprosper/uncensored-ai-image-video-generator,https://github.com/Astraltenprosper/uncensored-ai-image-video-generator,Python,MIT,2026-W22,2026-W22,1,216,216,0,7,false,true,adult-ai|adult-videos|adults|adults-only|ai-video|ai-video-generation|ai-video-generator|ai-video-maker
256,Einsia/Browser-BC,https://github.com/Einsia/Browser-BC,TypeScript,,2026-W27,2026-W27,1,215,215,0,21,false,true,
257,haidang1810/md2html,https://github.com/haidang1810/md2html,HTML,MIT,2026-W21,2026-W21,1,214,214,0,16,false,true,
258,XYZ-AI-Lab/AxisAgentic,https://github.com/XYZ-AI-Lab/AxisAgentic,Python,Apache-2.0,2026-W31,2026-W31,1,213,213,0,27,false,true,
259,YurunChen/repo-docs-skills,https://github.com/YurunChen/repo-docs-skills,CSS,,2026-W27,2026-W27,1,211,211,0,0,false,true,claude-code|claude-skills|codex-skills|coding-agent|skills|understanding|vibe-coding
260,CodeDrobe/skills,https://github.com/CodeDrobe/skills,CSS,Apache-2.0,2026-W29,2026-W30,2,208,177,31,16,false,true,ai-coding|codex|desktop-customization|openai-codex|chromium-devtools-protocol|codex-app|codex-skill|codex-theme
261,XYZ-AI-Lab/axrl,https://github.com/XYZ-AI-Lab/axrl,Python,Apache-2.0,2026-W31,2026-W31,1,208,208,0,16,false,true,
262,barretlee/agent-pulse,https://github.com/barretlee/agent-pulse,TypeScript,MIT,2026-W29,2026-W29,1,205,205,0,22,false,true,ai|ai-agents|ai-industry|ai-intelligence|ai-news|artificial-intelligence|evidence|fastify
263,dexhorthy/shannon,https://github.com/dexhorthy/shannon,TypeScript,MIT,2026-W21,2026-W21,1,205,205,0,12,false,true,
264,CyberSunil/LLMVault,https://github.com/CyberSunil/LLMVault,Python,MIT,2026-W29,2026-W30,2,202,148,54,51,false,true,agent-security|ai-security|ai-security-tool|artificial-intelligence|ctf|docker|genai|large-language-models
265,LUPUL64348/NTE-cheat,https://github.com/LUPUL64348/NTE-cheat,C#,MIT,2026-W22,2026-W22,1,202,202,0,0,false,true,cheato|cheeto|computer-vision|fishingbot|maaframework|macro|neverness-fishing|neverness-to-everness
266,Encod3d-Sec/ClaudeBrain,https://github.com/Encod3d-Sec/ClaudeBrain,Python,MIT,2026-W29,2026-W30,2,199,193,6,33,false,true,
267,risa-labs-inc/BossConsole,https://github.com/risa-labs-inc/BossConsole,Kotlin,Apache-2.0,2026-W31,2026-W31,1,199,199,0,5,false,true,agent-harness|ai-agents|browser|claude-code|codex|compose-multiplatform|desktop-app|gemini
268,fxyz666/LogicPipe,https://github.com/fxyz666/LogicPipe,Python,GPL-3.0,2026-W23,2026-W23,1,198,198,0,91,false,true,
269,zaydmulani09/mnemo,https://github.com/zaydmulani09/mnemo,Rust,MIT,2026-W24,2026-W24,1,196,196,0,7,false,true,
270,zqbxdev/webchat2api,https://github.com/zqbxdev/webchat2api,Python,MIT,2026-W22,2026-W22,1,196,196,0,44,false,true,
271,Soul-AILab/SoulX-Transcriber,https://github.com/Soul-AILab/SoulX-Transcriber,Python,Apache-2.0,2026-W24,2026-W24,1,195,195,0,8,false,true,asr|llm|sd|sdr|speech-recognition
272,xiaohuailabs/xiaohu-ip-studio,https://github.com/xiaohuailabs/xiaohu-ip-studio,HTML,MIT,2026-W27,2026-W27,1,195,195,0,36,false,true,agent-skill|ai-illustration|character-design|chinese|claude-code|codex|gpt-image|illustration
273,lingbol088-spec/Codex-5.5-codex-instruct-5.5,https://github.com/lingbol088-spec/Codex-5.5-codex-instruct-5.5,Python,MIT,2026-W27,2026-W27,1,194,194,0,141,false,true,
274,itsinseong/value-for-fable,https://github.com/itsinseong/value-for-fable,Python,AGPL-3.0,2026-W25,2026-W25,1,193,193,0,46,false,true,agentic|ai|anthropic|claude|claude-code|fable|fable5|harness
275,gykim80/perfectpixel-studio,https://github.com/gykim80/perfectpixel-studio,Go,MIT,2026-W25,2026-W25,1,192,192,0,26,false,true,ai|game-development|golang|pixel-art|sprite|spritesheet|wails
276,Xingyu-Zheng/MrFlow,https://github.com/Xingyu-Zheng/MrFlow,Python,Apache-2.0,2026-W28,2026-W28,1,192,192,0,11,false,true,
277,best-spicy-ai/ai-naughty-tools,https://github.com/best-spicy-ai/ai-naughty-tools,,,2026-W24,2026-W24,1,189,189,0,1,false,true,uncensored-ai-image-generator|uncensored-ai-video-generator
278,bingook/bingo,https://github.com/bingook/bingo,Python,,2026-W25,2026-W25,1,188,188,0,21,false,true,
279,kunchenguid/whathappened,https://github.com/kunchenguid/whathappened,,MIT,2026-W29,2026-W30,2,187,143,44,13,false,true,
280,LocoreMind/locoagent,https://github.com/LocoreMind/locoagent,TypeScript,MIT,2026-W21,2026-W21,1,187,187,0,11,false,true,
